"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"82 years"	"82"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	220	Not Applicable	Not Applicable
	"82 years"	"82"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	214	Not Applicable	Not Applicable
	"82 years"	"82"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	329	Not Applicable	Not Applicable
	"82 years"	"82"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	418	Not Applicable	Not Applicable
	"82 years"	"82"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	341	Not Applicable	Not Applicable
	"82 years"	"82"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	402	Not Applicable	Not Applicable
	"82 years"	"82"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	234	Not Applicable	Not Applicable
	"82 years"	"82"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	245	Not Applicable	Not Applicable
	"82 years"	"82"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	273	Not Applicable	Not Applicable
	"82 years"	"82"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	325	Not Applicable	Not Applicable
	"82 years"	"82"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	640	Not Applicable	Not Applicable
	"82 years"	"82"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	840	Not Applicable	Not Applicable
	"82 years"	"82"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1234	Not Applicable	Not Applicable
	"82 years"	"82"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1457	Not Applicable	Not Applicable
	"82 years"	"82"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1227	Not Applicable	Not Applicable
	"82 years"	"82"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1530	Not Applicable	Not Applicable
	"82 years"	"82"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	521	Not Applicable	Not Applicable
	"82 years"	"82"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	726	Not Applicable	Not Applicable
	"82 years"	"82"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	212	Not Applicable	Not Applicable
	"82 years"	"82"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	260	Not Applicable	Not Applicable
	"82 years"	"82"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	155	Not Applicable	Not Applicable
	"82 years"	"82"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	220	Not Applicable	Not Applicable
	"82 years"	"82"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	105	Not Applicable	Not Applicable
	"82 years"	"82"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	135	Not Applicable	Not Applicable
	"82 years"	"82"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"82 years"	"82"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	59	Not Applicable	Not Applicable
	"82 years"	"82"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	76	Not Applicable	Not Applicable
	"82 years"	"82"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	110	Not Applicable	Not Applicable
	"82 years"	"82"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	384	Not Applicable	Not Applicable
	"82 years"	"82"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	439	Not Applicable	Not Applicable
	"82 years"	"82"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	488	Not Applicable	Not Applicable
	"82 years"	"82"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	552	Not Applicable	Not Applicable
	"82 years"	"82"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	331	Not Applicable	Not Applicable
	"82 years"	"82"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	401	Not Applicable	Not Applicable
	"82 years"	"82"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	275	Not Applicable	Not Applicable
	"82 years"	"82"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	331	Not Applicable	Not Applicable
	"82 years"	"82"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	394	Not Applicable	Not Applicable
	"82 years"	"82"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	466	Not Applicable	Not Applicable
	"82 years"	"82"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	795	Not Applicable	Not Applicable
	"82 years"	"82"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1028	Not Applicable	Not Applicable
	"82 years"	"82"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	418	Not Applicable	Not Applicable
	"82 years"	"82"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	570	Not Applicable	Not Applicable
	"82 years"	"82"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"82 years"	"82"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	92	Not Applicable	Not Applicable
	"83 years"	"83"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	76	Not Applicable	Not Applicable
	"83 years"	"83"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	106	Not Applicable	Not Applicable
	"83 years"	"83"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	805	Not Applicable	Not Applicable
	"83 years"	"83"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	977	Not Applicable	Not Applicable
	"83 years"	"83"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	507	Not Applicable	Not Applicable
	"83 years"	"83"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	404	Not Applicable	Not Applicable
	"83 years"	"83"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	215	Not Applicable	Not Applicable
	"83 years"	"83"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	193	Not Applicable	Not Applicable
	"83 years"	"83"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	309	Not Applicable	Not Applicable
	"83 years"	"83"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	426	Not Applicable	Not Applicable
	"83 years"	"83"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	343	Not Applicable	Not Applicable
	"83 years"	"83"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	430	Not Applicable	Not Applicable
	"83 years"	"83"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	205	Not Applicable	Not Applicable
	"83 years"	"83"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	229	Not Applicable	Not Applicable
	"83 years"	"83"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	282	Not Applicable	Not Applicable
	"83 years"	"83"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	368	Not Applicable	Not Applicable
	"83 years"	"83"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	669	Not Applicable	Not Applicable
	"83 years"	"83"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	848	Not Applicable	Not Applicable
	"83 years"	"83"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1178	Not Applicable	Not Applicable
	"83 years"	"83"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1456	Not Applicable	Not Applicable
	"83 years"	"83"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1263	Not Applicable	Not Applicable
	"83 years"	"83"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1611	Not Applicable	Not Applicable
	"83 years"	"83"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	480	Not Applicable	Not Applicable
	"83 years"	"83"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	675	Not Applicable	Not Applicable
	"83 years"	"83"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	170	Not Applicable	Not Applicable
	"83 years"	"83"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	253	Not Applicable	Not Applicable
	"83 years"	"83"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	149	Not Applicable	Not Applicable
	"83 years"	"83"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	194	Not Applicable	Not Applicable
	"83 years"	"83"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	113	Not Applicable	Not Applicable
	"83 years"	"83"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"83 years"	"83"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	45	Not Applicable	Not Applicable
	"83 years"	"83"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	50	Not Applicable	Not Applicable
	"83 years"	"83"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"83 years"	"83"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	120	Not Applicable	Not Applicable
	"83 years"	"83"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	387	Not Applicable	Not Applicable
	"83 years"	"83"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	442	Not Applicable	Not Applicable
	"83 years"	"83"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	466	Not Applicable	Not Applicable
	"83 years"	"83"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	562	Not Applicable	Not Applicable
	"83 years"	"83"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	299	Not Applicable	Not Applicable
	"83 years"	"83"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	383	Not Applicable	Not Applicable
	"83 years"	"83"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	282	Not Applicable	Not Applicable
	"83 years"	"83"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	324	Not Applicable	Not Applicable
	"83 years"	"83"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	435	Not Applicable	Not Applicable
	"83 years"	"83"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	491	Not Applicable	Not Applicable
	"83 years"	"83"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	802	Not Applicable	Not Applicable
	"83 years"	"83"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	993	Not Applicable	Not Applicable
	"83 years"	"83"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	450	Not Applicable	Not Applicable
	"83 years"	"83"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	566	Not Applicable	Not Applicable
	"83 years"	"83"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"83 years"	"83"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	75	Not Applicable	Not Applicable
	"84 years"	"84"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	81	Not Applicable	Not Applicable
	"84 years"	"84"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"84 years"	"84"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	872	Not Applicable	Not Applicable
	"84 years"	"84"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	928	Not Applicable	Not Applicable
	"84 years"	"84"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	513	Not Applicable	Not Applicable
	"84 years"	"84"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	490	Not Applicable	Not Applicable
	"84 years"	"84"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	232	Not Applicable	Not Applicable
	"84 years"	"84"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	199	Not Applicable	Not Applicable
	"84 years"	"84"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	353	Not Applicable	Not Applicable
	"84 years"	"84"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	390	Not Applicable	Not Applicable
	"84 years"	"84"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	325	Not Applicable	Not Applicable
	"84 years"	"84"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	367	Not Applicable	Not Applicable
	"84 years"	"84"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	236	Not Applicable	Not Applicable
	"84 years"	"84"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	238	Not Applicable	Not Applicable
	"84 years"	"84"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	301	Not Applicable	Not Applicable
	"84 years"	"84"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	378	Not Applicable	Not Applicable
	"84 years"	"84"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	698	Not Applicable	Not Applicable
	"84 years"	"84"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	808	Not Applicable	Not Applicable
	"84 years"	"84"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1265	Not Applicable	Not Applicable
	"84 years"	"84"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1448	Not Applicable	Not Applicable
	"84 years"	"84"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1272	Not Applicable	Not Applicable
	"84 years"	"84"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1431	Not Applicable	Not Applicable
	"84 years"	"84"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	481	Not Applicable	Not Applicable
	"84 years"	"84"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	648	Not Applicable	Not Applicable
	"84 years"	"84"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	199	Not Applicable	Not Applicable
	"84 years"	"84"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	261	Not Applicable	Not Applicable
	"84 years"	"84"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	168	Not Applicable	Not Applicable
	"84 years"	"84"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	169	Not Applicable	Not Applicable
	"84 years"	"84"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	121	Not Applicable	Not Applicable
	"84 years"	"84"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	121	Not Applicable	Not Applicable
	"84 years"	"84"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	52	Not Applicable	Not Applicable
	"84 years"	"84"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"84 years"	"84"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	68	Not Applicable	Not Applicable
	"84 years"	"84"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	100	Not Applicable	Not Applicable
	"84 years"	"84"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	350	Not Applicable	Not Applicable
	"84 years"	"84"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	417	Not Applicable	Not Applicable
	"84 years"	"84"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	445	Not Applicable	Not Applicable
	"84 years"	"84"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	475	Not Applicable	Not Applicable
	"84 years"	"84"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	280	Not Applicable	Not Applicable
	"84 years"	"84"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	347	Not Applicable	Not Applicable
	"84 years"	"84"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	269	Not Applicable	Not Applicable
	"84 years"	"84"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	320	Not Applicable	Not Applicable
	"84 years"	"84"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	389	Not Applicable	Not Applicable
	"84 years"	"84"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	464	Not Applicable	Not Applicable
	"84 years"	"84"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	776	Not Applicable	Not Applicable
	"84 years"	"84"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	983	Not Applicable	Not Applicable
	"84 years"	"84"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	427	Not Applicable	Not Applicable
	"84 years"	"84"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	543	Not Applicable	Not Applicable
	"84 years"	"84"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	67	Not Applicable	Not Applicable
	"84 years"	"84"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	83	Not Applicable	Not Applicable
	"85 years"	"85"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	73	Not Applicable	Not Applicable
	"85 years"	"85"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"85 years"	"85"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	928	Not Applicable	Not Applicable
	"85 years"	"85"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	887	Not Applicable	Not Applicable
	"85 years"	"85"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	594	Not Applicable	Not Applicable
	"85 years"	"85"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	465	Not Applicable	Not Applicable
	"85 years"	"85"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	220	Not Applicable	Not Applicable
	"85 years"	"85"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	211	Not Applicable	Not Applicable
	"85 years"	"85"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	369	Not Applicable	Not Applicable
	"85 years"	"85"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	361	Not Applicable	Not Applicable
	"85 years"	"85"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	364	Not Applicable	Not Applicable
	"85 years"	"85"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	373	Not Applicable	Not Applicable
	"85 years"	"85"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	267	Not Applicable	Not Applicable
	"85 years"	"85"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	242	Not Applicable	Not Applicable
	"85 years"	"85"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	304	Not Applicable	Not Applicable
	"85 years"	"85"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	377	Not Applicable	Not Applicable
	"85 years"	"85"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	667	Not Applicable	Not Applicable
	"85 years"	"85"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	804	Not Applicable	Not Applicable
	"85 years"	"85"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1362	Not Applicable	Not Applicable
	"85 years"	"85"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1466	Not Applicable	Not Applicable
	"85 years"	"85"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1289	Not Applicable	Not Applicable
	"85 years"	"85"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1480	Not Applicable	Not Applicable
	"85 years"	"85"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	443	Not Applicable	Not Applicable
	"85 years"	"85"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	623	Not Applicable	Not Applicable
	"85 years"	"85"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	191	Not Applicable	Not Applicable
	"85 years"	"85"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	237	Not Applicable	Not Applicable
	"85 years"	"85"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	159	Not Applicable	Not Applicable
	"85 years"	"85"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	172	Not Applicable	Not Applicable
