"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"87 years"	"87"	"Aug., 2019"	"2019/08"	"Male"	"M"	2693	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2019"	"2019/09"	"Female"	"F"	3179	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2019"	"2019/09"	"Male"	"M"	2577	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2019"	"2019/10"	"Female"	"F"	3634	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2019"	"2019/10"	"Male"	"M"	2874	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2019"	"2019/11"	"Female"	"F"	3491	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2019"	"2019/11"	"Male"	"M"	2999	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2019"	"2019/12"	"Female"	"F"	3807	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2019"	"2019/12"	"Male"	"M"	3176	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2020"	"2020/01"	"Female"	"F"	3967	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2020"	"2020/01"	"Male"	"M"	3136	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2020"	"2020/02"	"Female"	"F"	3621	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2020"	"2020/02"	"Male"	"M"	2992	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2020"	"2020/03"	"Female"	"F"	3882	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2020"	"2020/03"	"Male"	"M"	3201	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2020"	"2020/04"	"Female"	"F"	4881	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2020"	"2020/04"	"Male"	"M"	3844	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2020"	"2020/05"	"Female"	"F"	4084	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2020"	"2020/05"	"Male"	"M"	3164	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2020"	"2020/06"	"Female"	"F"	3484	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2020"	"2020/06"	"Male"	"M"	2786	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2020"	"2020/07"	"Female"	"F"	3702	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2020"	"2020/07"	"Male"	"M"	3149	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2020"	"2020/08"	"Female"	"F"	3728	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2020"	"2020/08"	"Male"	"M"	3089	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2020"	"2020/09"	"Female"	"F"	3507	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2020"	"2020/09"	"Male"	"M"	2886	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2020"	"2020/10"	"Female"	"F"	3754	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2020"	"2020/10"	"Male"	"M"	3039	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2020"	"2020/11"	"Female"	"F"	4176	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2020"	"2020/11"	"Male"	"M"	3655	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2020"	"2020/12"	"Female"	"F"	5190	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2020"	"2020/12"	"Male"	"M"	4539	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	5084	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	4460	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	3737	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	3252	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	3453	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	2933	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	3451	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	2585	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	3328	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	2679	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	3049	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	2640	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	3323	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	2641	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	3645	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	3221	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	3800	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	3085	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	3816	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	3211	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	3828	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	3317	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	4024	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	3653	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	4892	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	4238	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	3656	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	3198	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	1600	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	1311	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2018"	"2018/01"	"Female"	"F"	4697	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2018"	"2018/01"	"Male"	"M"	3552	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2018"	"2018/02"	"Female"	"F"	3875	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2018"	"2018/02"	"Male"	"M"	2897	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2018"	"2018/03"	"Female"	"F"	4063	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2018"	"2018/03"	"Male"	"M"	2998	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2018"	"2018/04"	"Female"	"F"	3779	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2018"	"2018/04"	"Male"	"M"	2789	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2018"	"2018/05"	"Female"	"F"	3422	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2018"	"2018/05"	"Male"	"M"	2709	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2018"	"2018/06"	"Female"	"F"	3377	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2018"	"2018/06"	"Male"	"M"	2585	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2018"	"2018/07"	"Female"	"F"	3402	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2018"	"2018/07"	"Male"	"M"	2619	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2018"	"2018/08"	"Female"	"F"	3272	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2018"	"2018/08"	"Male"	"M"	2762	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2018"	"2018/09"	"Female"	"F"	3377	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2018"	"2018/09"	"Male"	"M"	2559	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2018"	"2018/10"	"Female"	"F"	3678	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2018"	"2018/10"	"Male"	"M"	2818	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2018"	"2018/11"	"Female"	"F"	3783	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2018"	"2018/11"	"Male"	"M"	2932	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2018"	"2018/12"	"Female"	"F"	4116	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2018"	"2018/12"	"Male"	"M"	3038	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2019"	"2019/01"	"Female"	"F"	3946	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2019"	"2019/01"	"Male"	"M"	3183	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2019"	"2019/02"	"Female"	"F"	3555	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2019"	"2019/02"	"Male"	"M"	2863	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2019"	"2019/03"	"Female"	"F"	4046	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2019"	"2019/03"	"Male"	"M"	3191	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2019"	"2019/04"	"Female"	"F"	3611	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2019"	"2019/04"	"Male"	"M"	2751	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2019"	"2019/05"	"Female"	"F"	3541	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2019"	"2019/05"	"Male"	"M"	2769	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2019"	"2019/06"	"Female"	"F"	3441	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2019"	"2019/06"	"Male"	"M"	2596	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2019"	"2019/07"	"Female"	"F"	3349	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2019"	"2019/07"	"Male"	"M"	2655	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2019"	"2019/08"	"Female"	"F"	3320	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2019"	"2019/08"	"Male"	"M"	2583	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2019"	"2019/09"	"Female"	"F"	3258	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2019"	"2019/09"	"Male"	"M"	2695	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2019"	"2019/10"	"Female"	"F"	3626	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2019"	"2019/10"	"Male"	"M"	2845	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2019"	"2019/11"	"Female"	"F"	3520	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2019"	"2019/11"	"Male"	"M"	2697	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2019"	"2019/12"	"Female"	"F"	3863	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2019"	"2019/12"	"Male"	"M"	2987	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2020"	"2020/01"	"Female"	"F"	3974	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2020"	"2020/01"	"Male"	"M"	3131	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2020"	"2020/02"	"Female"	"F"	3645	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2020"	"2020/02"	"Male"	"M"	2884	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2020"	"2020/03"	"Female"	"F"	3944	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2020"	"2020/03"	"Male"	"M"	3178	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2020"	"2020/04"	"Female"	"F"	4986	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2020"	"2020/04"	"Male"	"M"	3777	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2020"	"2020/05"	"Female"	"F"	4122	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2020"	"2020/05"	"Male"	"M"	3086	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2020"	"2020/06"	"Female"	"F"	3563	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2020"	"2020/06"	"Male"	"M"	2712	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2020"	"2020/07"	"Female"	"F"	3883	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2020"	"2020/07"	"Male"	"M"	2912	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2020"	"2020/08"	"Female"	"F"	3796	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2020"	"2020/08"	"Male"	"M"	3017	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2020"	"2020/09"	"Female"	"F"	3718	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2020"	"2020/09"	"Male"	"M"	2913	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2020"	"2020/10"	"Female"	"F"	3836	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2020"	"2020/10"	"Male"	"M"	3087	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2020"	"2020/11"	"Female"	"F"	4445	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2020"	"2020/11"	"Male"	"M"	3597	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2020"	"2020/12"	"Female"	"F"	5310	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2020"	"2020/12"	"Male"	"M"	4501	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	5296	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	4339	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	3879	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	3108	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	3619	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	2926	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	3316	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	2676	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	3415	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	2703	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	3226	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	2473	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	3347	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	2677	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	3620	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	3131	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	3721	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	2967	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	3812	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	3077	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	3638	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	3016	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	4056	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	3253	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	4606	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	4003	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	3617	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	2948	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	1584	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	1215	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2018"	"2018/01"	"Female"	"F"	4859	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2018"	"2018/01"	"Male"	"M"	3406	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2018"	"2018/02"	"Female"	"F"	3973	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2018"	"2018/02"	"Male"	"M"	2765	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2018"	"2018/03"	"Female"	"F"	4057	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2018"	"2018/03"	"Male"	"M"	2845	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2018"	"2018/04"	"Female"	"F"	3703	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2018"	"2018/04"	"Male"	"M"	2689	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2018"	"2018/05"	"Female"	"F"	3485	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2018"	"2018/05"	"Male"	"M"	2555	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2018"	"2018/06"	"Female"	"F"	3335	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2018"	"2018/06"	"Male"	"M"	2382	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2018"	"2018/07"	"Female"	"F"	3346	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2018"	"2018/07"	"Male"	"M"	2409	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2018"	"2018/08"	"Female"	"F"	3388	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2018"	"2018/08"	"Male"	"M"	2372	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2018"	"2018/09"	"Female"	"F"	3304	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2018"	"2018/09"	"Male"	"M"	2385	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2018"	"2018/10"	"Female"	"F"	3553	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2018"	"2018/10"	"Male"	"M"	2599	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2018"	"2018/11"	"Female"	"F"	3682	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2018"	"2018/11"	"Male"	"M"	2607	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2018"	"2018/12"	"Female"	"F"	3861	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2018"	"2018/12"	"Male"	"M"	2802	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2019"	"2019/01"	"Female"	"F"	4076	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2019"	"2019/01"	"Male"	"M"	2907	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2019"	"2019/02"	"Female"	"F"	3603	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2019"	"2019/02"	"Male"	"M"	2619	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2019"	"2019/03"	"Female"	"F"	4018	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2019"	"2019/03"	"Male"	"M"	2882	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2019"	"2019/04"	"Female"	"F"	3675	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2019"	"2019/04"	"Male"	"M"	2631	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2019"	"2019/05"	"Female"	"F"	3624	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2019"	"2019/05"	"Male"	"M"	2618	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2019"	"2019/06"	"Female"	"F"	3490	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2019"	"2019/06"	"Male"	"M"	2539	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2019"	"2019/07"	"Female"	"F"	3480	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2019"	"2019/07"	"Male"	"M"	2601	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2019"	"2019/08"	"Female"	"F"	3439	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2019"	"2019/08"	"Male"	"M"	2579	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2019"	"2019/09"	"Female"	"F"	3460	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2019"	"2019/09"	"Male"	"M"	2448	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2019"	"2019/10"	"Female"	"F"	3704	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2019"	"2019/10"	"Male"	"M"	2703	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2019"	"2019/11"	"Female"	"F"	3812	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2019"	"2019/11"	"Male"	"M"	2704	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2019"	"2019/12"	"Female"	"F"	4052	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2019"	"2019/12"	"Male"	"M"	2940	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2020"	"2020/01"	"Female"	"F"	3956	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2020"	"2020/01"	"Male"	"M"	2999	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2020"	"2020/02"	"Female"	"F"	3858	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2020"	"2020/02"	"Male"	"M"	2713	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2020"	"2020/03"	"Female"	"F"	4157	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2020"	"2020/03"	"Male"	"M"	3084	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2020"	"2020/04"	"Female"	"F"	5125	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2020"	"2020/04"	"Male"	"M"	3740	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2020"	"2020/05"	"Female"	"F"	4278	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2020"	"2020/05"	"Male"	"M"	2940	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2020"	"2020/06"	"Female"	"F"	3523	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2020"	"2020/06"	"Male"	"M"	2654	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2020"	"2020/07"	"Female"	"F"	3983	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2020"	"2020/07"	"Male"	"M"	2899	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2020"	"2020/08"	"Female"	"F"	3942	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2020"	"2020/08"	"Male"	"M"	2796	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2020"	"2020/09"	"Female"	"F"	3594	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2020"	"2020/09"	"Male"	"M"	2589	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2020"	"2020/10"	"Female"	"F"	3999	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2020"	"2020/10"	"Male"	"M"	2920	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2020"	"2020/11"	"Female"	"F"	4471	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2020"	"2020/11"	"Male"	"M"	3466	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2020"	"2020/12"	"Female"	"F"	5610	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2020"	"2020/12"	"Male"	"M"	4396	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	5356	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	4155	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	3844	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	2974	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	3652	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	2735	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	3387	Not Applicable	Not Applicable
	"89 years"	"89"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	2574	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	3306	Not Applicable	Not Applicable
	"89 years"	"89"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	2420	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	3150	Not Applicable	Not Applicable
	"89 years"	"89"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	2452	Not Applicable	Not Applicable
	"89 years"	"89"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	3350	Not Applicable	Not Applicable
